EmissionsSource;Area;EmissionsType_code;EmissionsType;EmissionsProcess_code;EmissionsProcess;Year;Unit;Emissions_gigagrams_per_year;Emissions_ton_per_year;Description
Agriculture Total;Serbia;7231;Emissions (CO2eq);5058;Enteric Fermentation;2016;gigagrams;2007.3474;2007347.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5058;Enteric Fermentation;2016;gigagrams;2007.3474;2007347.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5058;Enteric Fermentation;2017;gigagrams;96.2089;96208.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5058;Enteric Fermentation;2017;gigagrams;2020.3878;2020387.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5058;Enteric Fermentation;2017;gigagrams;2020.3878;2020387.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5059;Manure Management;2012;gigagrams;35.4579;35457.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5059;Manure Management;2012;gigagrams;1076.5304;1076530.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5059;Manure Management;2012;gigagrams;744.6152;744615.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5059;Manure Management;2012;gigagrams;331.9152;331915.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5059;Manure Management;2012;gigagrams;1.0707;1070.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5059;Manure Management;2013;gigagrams;34.6289;34628.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5059;Manure Management;2013;gigagrams;1049.2189;1049218.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5059;Manure Management;2013;gigagrams;727.2072;727207.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5059;Manure Management;2013;gigagrams;322.0118;322011.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5059;Manure Management;2013;gigagrams;1.0387;1038.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5059;Manure Management;2014;gigagrams;35.7008;35700.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5059;Manure Management;2014;gigagrams;1078.5395;1078539.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5059;Manure Management;2014;gigagrams;749.7159;749715.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5059;Manure Management;2014;gigagrams;328.8236;328823.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5059;Manure Management;2014;gigagrams;1.0607;1060.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5059;Manure Management;2015;gigagrams;35.4124;35412.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5059;Manure Management;2015;gigagrams;1068.1812;1068181.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5059;Manure Management;2015;gigagrams;743.6604;743660.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5059;Manure Management;2015;gigagrams;324.5208;324520.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5059;Manure Management;2015;gigagrams;1.0468;1046.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5059;Manure Management;2016;gigagrams;33.2938;33293.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5059;Manure Management;2016;gigagrams;1009.6072;1009607.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5059;Manure Management;2016;gigagrams;699.1703;699170.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5059;Manure Management;2016;gigagrams;310.4369;310436.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5059;Manure Management;2016;gigagrams;1.0014;1001.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5059;Manure Management;2017;gigagrams;32.6565;32656.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5059;Manure Management;2017;gigagrams;995.0469;995046.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5059;Manure Management;2017;gigagrams;685.7856;685785.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5059;Manure Management;2017;gigagrams;309.2613;309261.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5059;Manure Management;2017;gigagrams;0.9976;997.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5061;Synthetic Fertilizers;2012;gigagrams;2155.7538;2155753.8;Calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5061;Synthetic Fertilizers;2012;gigagrams;2155.7538;2155753.8;Calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5061;Synthetic Fertilizers;2012;gigagrams;6.954;6954;Calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5061;Synthetic Fertilizers;2013;gigagrams;2025.0804;2025080.4;Calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5061;Synthetic Fertilizers;2013;gigagrams;2025.0804;2025080.4;Calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5061;Synthetic Fertilizers;2013;gigagrams;6.5325;6532.5;Calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5061;Synthetic Fertilizers;2014;gigagrams;1324.0144;1324014.4;Calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5061;Synthetic Fertilizers;2014;gigagrams;1324.0144;1324014.4;Calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5061;Synthetic Fertilizers;2014;gigagrams;4.271;4271;Calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5061;Synthetic Fertilizers;2015;gigagrams;1304.0598;1304059.8;Calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5061;Synthetic Fertilizers;2015;gigagrams;1304.0598;1304059.8;Calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5061;Synthetic Fertilizers;2015;gigagrams;4.2066;4206.6;Calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5061;Synthetic Fertilizers;2016;gigagrams;1574.8991;1574899.1;Calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5061;Synthetic Fertilizers;2016;gigagrams;1574.8991;1574899.1;Calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5061;Synthetic Fertilizers;2016;gigagrams;5.0803;5080.3;Calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5061;Synthetic Fertilizers;2017;gigagrams;1473.5076;1473507.6;Calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5061;Synthetic Fertilizers;2017;gigagrams;1473.5076;1473507.6;Calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5061;Synthetic Fertilizers;2017;gigagrams;4.7533;4753.3;Calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5062;Manure applied to Soils;2012;gigagrams;524.1993;524199.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5062;Manure applied to Soils;2012;gigagrams;524.1993;524199.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5062;Manure applied to Soils;2012;gigagrams;1.691;1691;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5062;Manure applied to Soils;2013;gigagrams;513.41;513410;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5062;Manure applied to Soils;2013;gigagrams;513.41;513410;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5062;Manure applied to Soils;2013;gigagrams;1.6562;1656.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5062;Manure applied to Soils;2014;gigagrams;525.4131;525413.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5062;Manure applied to Soils;2014;gigagrams;525.4131;525413.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5062;Manure applied to Soils;2014;gigagrams;1.6949;1694.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5062;Manure applied to Soils;2015;gigagrams;521.3897;521389.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5062;Manure applied to Soils;2015;gigagrams;521.3897;521389.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5062;Manure applied to Soils;2015;gigagrams;1.6819;1681.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5062;Manure applied to Soils;2016;gigagrams;494.3676;494367.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5062;Manure applied to Soils;2016;gigagrams;494.3676;494367.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5062;Manure applied to Soils;2016;gigagrams;1.5947;1594.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5062;Manure applied to Soils;2017;gigagrams;491.396;491396;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5062;Manure applied to Soils;2017;gigagrams;491.396;491396;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5062;Manure applied to Soils;2017;gigagrams;1.5851;1585.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5063;Manure left on Pasture;2012;gigagrams;371.0793;371079.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5063;Manure left on Pasture;2012;gigagrams;371.0793;371079.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5063;Manure left on Pasture;2012;gigagrams;1.197;1197;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5063;Manure left on Pasture;2013;gigagrams;379.9238;379923.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5063;Manure left on Pasture;2013;gigagrams;379.9238;379923.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5063;Manure left on Pasture;2013;gigagrams;1.2256;1225.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5063;Manure left on Pasture;2014;gigagrams;393.076;393076;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5063;Manure left on Pasture;2014;gigagrams;393.076;393076;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5063;Manure left on Pasture;2014;gigagrams;1.268;1268;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5063;Manure left on Pasture;2015;gigagrams;392.5119;392511.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5063;Manure left on Pasture;2015;gigagrams;392.5119;392511.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5063;Manure left on Pasture;2015;gigagrams;1.2662;1266.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5063;Manure left on Pasture;2016;gigagrams;376.0399;376039.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5063;Manure left on Pasture;2016;gigagrams;376.0399;376039.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5063;Manure left on Pasture;2016;gigagrams;1.213;1213;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5063;Manure left on Pasture;2017;gigagrams;379.1478;379147.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5063;Manure left on Pasture;2017;gigagrams;379.1478;379147.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5063;Manure left on Pasture;2017;gigagrams;1.2231;1223.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5064;Crop Residues;2012;gigagrams;427.3225;427322.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5064;Crop Residues;2012;gigagrams;427.3225;427322.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5064;Crop Residues;2012;gigagrams;1.3785;1378.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5064;Crop Residues;2013;gigagrams;564.7496;564749.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5064;Crop Residues;2013;gigagrams;564.7496;564749.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5064;Crop Residues;2013;gigagrams;1.8218;1821.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5064;Crop Residues;2014;gigagrams;640.949;640949;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5064;Crop Residues;2014;gigagrams;640.949;640949;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5064;Crop Residues;2014;gigagrams;2.0676;2067.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5064;Crop Residues;2015;gigagrams;531.4986;531498.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5064;Crop Residues;2015;gigagrams;531.4986;531498.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5064;Crop Residues;2015;gigagrams;1.7145;1714.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5064;Crop Residues;2016;gigagrams;656.8162;656816.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5064;Crop Residues;2016;gigagrams;656.8162;656816.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5064;Crop Residues;2016;gigagrams;2.1188;2118.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5064;Crop Residues;2017;gigagrams;451.6529;451652.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5064;Crop Residues;2017;gigagrams;451.6529;451652.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5064;Crop Residues;2017;gigagrams;1.4569;1456.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);6759;Cultivation of Organic Soils;2012;gigagrams;0.325;325;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;6759;Cultivation of Organic Soils;2012;gigagrams;0.325;325;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);6759;Cultivation of Organic Soils;2012;gigagrams;0.001;1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);6759;Cultivation of Organic Soils;2013;gigagrams;0.325;325;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;6759;Cultivation of Organic Soils;2013;gigagrams;0.325;325;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);6759;Cultivation of Organic Soils;2013;gigagrams;0.001;1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);6759;Cultivation of Organic Soils;2014;gigagrams;0.325;325;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;6759;Cultivation of Organic Soils;2014;gigagrams;0.325;325;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);6759;Cultivation of Organic Soils;2014;gigagrams;0.001;1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);6759;Cultivation of Organic Soils;2015;gigagrams;0.325;325;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;6759;Cultivation of Organic Soils;2015;gigagrams;0.325;325;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);6759;Cultivation of Organic Soils;2015;gigagrams;0.001;1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);6759;Cultivation of Organic Soils;2016;gigagrams;0.325;325;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;6759;Cultivation of Organic Soils;2016;gigagrams;0.325;325;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);6759;Cultivation of Organic Soils;2016;gigagrams;0.001;1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);6759;Cultivation of Organic Soils;2017;gigagrams;0.325;325;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;6759;Cultivation of Organic Soils;2017;gigagrams;0.325;325;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);6759;Cultivation of Organic Soils;2017;gigagrams;0.001;1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5066;Burning - Crop residues;2012;gigagrams;3.2868;3286.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5066;Burning - Crop residues;2012;gigagrams;95.4387;95438.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5066;Burning - Crop residues;2012;gigagrams;69.0226;69022.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5066;Burning - Crop residues;2012;gigagrams;26.4161;26416.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5066;Burning - Crop residues;2012;gigagrams;0.0852;85.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5066;Burning - Crop residues;2013;gigagrams;3.3291;3329.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5066;Burning - Crop residues;2013;gigagrams;96.6664;96666.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5066;Burning - Crop residues;2013;gigagrams;69.9105;69910.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5066;Burning - Crop residues;2013;gigagrams;26.7559;26755.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5066;Burning - Crop residues;2013;gigagrams;0.0863;86.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5066;Burning - Crop residues;2014;gigagrams;3.5094;3509.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5066;Burning - Crop residues;2014;gigagrams;101.9024;101902.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5066;Burning - Crop residues;2014;gigagrams;73.6973;73697.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5066;Burning - Crop residues;2014;gigagrams;28.2051;28205.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5066;Burning - Crop residues;2014;gigagrams;0.091;91;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5066;Burning - Crop residues;2015;gigagrams;3.3647;3364.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5066;Burning - Crop residues;2015;gigagrams;97.7018;97701.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5066;Burning - Crop residues;2015;gigagrams;70.6593;70659.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5066;Burning - Crop residues;2015;gigagrams;27.0424;27042.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5066;Burning - Crop residues;2015;gigagrams;0.0872;87.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5066;Burning - Crop residues;2016;gigagrams;3.37;3370;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5066;Burning - Crop residues;2016;gigagrams;97.8545;97854.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5066;Burning - Crop residues;2016;gigagrams;70.7698;70769.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5066;Burning - Crop residues;2016;gigagrams;27.0847;27084.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5066;Burning - Crop residues;2016;gigagrams;0.0874;87.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5066;Burning - Crop residues;2017;gigagrams;3.3069;3306.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5066;Burning - Crop residues;2017;gigagrams;96.0216;96021.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5066;Burning - Crop residues;2017;gigagrams;69.4442;69444.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5066;Burning - Crop residues;2017;gigagrams;26.5774;26577.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5066;Burning - Crop residues;2017;gigagrams;0.0857;85.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5067;Burning - Savanna;2012;gigagrams;0.0129;12.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5067;Burning - Savanna;2012;gigagrams;0.6257;625.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5067;Burning - Savanna;2012;gigagrams;0.2717;271.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5067;Burning - Savanna;2012;gigagrams;0.354;354;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5067;Burning - Savanna;2012;gigagrams;0.0011;1.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5067;Burning - Savanna;2013;gigagrams;0.0002;0.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5067;Burning - Savanna;2013;gigagrams;0.0098;9.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5067;Burning - Savanna;2013;gigagrams;0.0042;4.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5067;Burning - Savanna;2013;gigagrams;0.0056;5.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5067;Burning - Savanna;2013;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5067;Burning - Savanna;2014;gigagrams;0.0002;0.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5067;Burning - Savanna;2014;gigagrams;0.0098;9.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5067;Burning - Savanna;2014;gigagrams;0.0042;4.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5067;Burning - Savanna;2014;gigagrams;0.0056;5.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5067;Burning - Savanna;2014;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5067;Burning - Savanna;2015;gigagrams;0.0032;3.2;Aggregate, may include official, semi-official, estimated or calculated data
