Animals;Animal_description;Unit;NUTS2;THS_HD_2007;THS_HD_2008;THS_HD_2009;THS_HD_2010;THS_HD_2011;THS_HD_2012;THS_HD_2013;THS_HD_2014;THS_HD_2015;THS_HD_2016;THS_HD_2017;THS_HD_2018;data_quality_2007;data_quality_2008;data_quality_2009;data_quality_2010;data_quality_2011;data_quality_2012;data_quality_2013;data_quality_2014;data_quality_2015;data_quality_2016;data_quality_2017;data_quality_2018
A2000;bovine animals;THS_HD;AT11;21.7;21.49;22.04;21.65;22.03;21.61;20.98;20.93;20.43;20.43;19.88;19.2;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;AT11;4.8;4.69;4.49;4.63;4.38;4.31;4.3;4.28;3.99;3.92;3.94;3.69;;;;;;;;;;;;
A3100;pigs;THS_HD;AT11;66.3;65.14;62.66;58.44;48.87;49.5;49.71;42.24;46.52;44.18;44.71;43.59;;;;;;;;;;;;
A4100;sheep;THS_HD;AT11;4.5;4.91;5.39;5.53;5.83;5.99;5.63;4.6;5.22;5.63;6.08;6.17;;;;;;;;;;;;
A4200;goats;THS_HD;AT11;1.9;745;1.03;927;1.16;1.1;1000;0.91;0.94;1.09;1.24;1.32;;;;;;;;;;;;
A2000;bovine animals;THS_HD;AT12;452.4;449.7;456.97;453.81;449.62;443.94;446.08;446.87;442.58;438.55;436.44;429.03;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;AT12;103.7;104.07;105.25;105.16;104.21;102.46;104.13;104.69;102.65;103.59;104.31;102.09;;;;;;;;;;;;
A3100;pigs;THS_HD;AT12;928.5;844.76;866.59;878.21;822.71;812.42;NaN;788.88;773.78;754.72;756.65;761.61;;;;;;;;;;;;
A4100;sheep;THS_HD;AT12;66;64.6;64.74;68.14;70.6;73.14;73.63;70.16;71.36;76.79;79.49;80.56;;;;;;;;;;;;
A4200;goats;THS_HD;AT12;12.3;12.97;14.83;15.43;15.45;14.82;14.98;14.81;15.35;14.93;16.56;16.45;;;;;;;;;;;;
A2000;bovine animals;THS_HD;AT13;0.2;0.12;0.11;0.12;0.13;0.11;0.09;0.1;0.07;0.1;0.08;0.08;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;AT13;0;0.04;0.04;0.04;0.03;0.03;0.02;0.03;0.02;0.02;0.02;0.03;;;;;;;;;;;;
A3100;pigs;THS_HD;AT13;0.3;0.15;0.28;0.13;0.15;0.09;0.08;0.2;0.43;0.2;0.22;0.15;;;;;;;;;;;;
A4100;sheep;THS_HD;AT13;0.2;282;297;282;266;0.24;213;0.17;0.13;0.11;0.2;0.21;;;;;;;;;;;;
A4200;goats;THS_HD;AT13;0.1;106;102;207;118;0.22;195;0.11;0.18;0.12;0.16;0.15;;;;;;;;;;;;
A2000;bovine animals;THS_HD;AT21;193.1;193.76;199.03;198.08;191.63;189.97;189.02;188.12;186.25;186.72;188.33;185.63;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;AT21;33.5;33.86;34.38;33.78;33.31;33.41;33.79;34.26;33.32;34.4;34.72;34.35;;;;;;;;;;;;
A3100;pigs;THS_HD;AT21;164.1;142.22;140.7;132.08;135.04;127.94;136.14;128.22;129.6;116.61;129.15;111.08;;;;;;;;;;;;
A4100;sheep;THS_HD;AT21;54.1;43.34;44.19;46.07;45.41;45.89;43.44;41.52;41.55;45.39;50.34;48.49;;;;;;;;;;;;
A4200;goats;THS_HD;AT21;5;4.24;4.39;4.53;4.14;4.88;4.47;4.39;4.3;4.75;5.37;5.52;;;;;;;;;;;;
A2000;bovine animals;THS_HD;AT22;337.8;337.42;343.4;338.48;328.58;323.05;322.47;323.15;322.89;322.29;319.58;319.72;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;AT22;80.8;80.94;81.73;81.46;80.54;80.11;80.56;82.17;80.8;81.95;82.47;81.26;;;;;;;;;;;;
A3100;pigs;THS_HD;AT22;919;840.07;863.93;869;838.14;830.26;NaN;768.6;734.86;754.6;743.32;748.31;;;;;;;;;;;;
A4100;sheep;THS_HD;AT22;56.9;60.98;63.83;65.66;65.03;68.76;63.78;65.59;64.31;68.81;73.14;74.5;;;;;;;;;;;;
A4200;goats;THS_HD;AT22;6.9;7.83;7.89;7.52;7.18;7.28;7.49;6.76;6.82;7.44;8.21;7.83;;;;;;;;;;;;
A2000;bovine animals;THS_HD;AT31;585.1;580.66;586.84;586.3;576.82;571.73;572.65;573.03;573.24;569.88;566.61;553.25;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;AT31;164.6;166.25;167.33;168.77;167.2;165.69;167.69;169.69;166.25;166.19;167.43;162.94;;;;;;;;;;;;
A3100;pigs;THS_HD;AT31;1166.4;1140.61;1171.53;1162.32;1132.09;1136.06;NaN;1117.8;1134.01;1095.91;1120.63;1084.32;;;;;;;;;;;;
A4100;sheep;THS_HD;AT31;45.6;48.24;50.54;53.46;53.73;54.17;53.92;52.56;54.48;58.61;63.55;64.71;;;;;;;;;;;;
A4200;goats;THS_HD;AT31;14.4;16.35;19;20.34;21;21.93;21.31;19.91;23.32;26.87;29.49;30.01;;;;;;;;;;;;
A2000;bovine animals;THS_HD;AT32;163.5;164.28;166.25;165.65;162.54;161.61;162.65;163.87;164.87;166.9;165.72;162.78;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;AT32;57.2;58.28;58.16;57.82;57.16;57.07;57.57;59.13;57.48;58.96;59.61;59.23;;;;;;;;;;;;
A3100;pigs;THS_HD;AT32;11.9;8.96;8.31;9.25;8.99;6.88;7.94;7.88;7.35;7.57;8.39;9.37;;;;;;;;;;;;
A4100;sheep;THS_HD;AT32;29.1;25.65;26.13;28.13;28.47;27.48;27.79;26.95;28.68;30.29;33.76;34.64;;;;;;;;;;;;
A4200;goats;THS_HD;AT32;4.4;4.4;4.71;5.03;5.05;4.98;5.19;5.34;5.61;5.9;6.69;7.06;;;;;;;;;;;;
A2000;bovine animals;THS_HD;AT33;182.6;184.19;185.64;183.83;180.53;179.07;179.92;180.4;181.59;183.46;181.51;178.79;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;AT33;56.7;58.07;57.76;57.1;56.28;56.03;57.28;58.65;64.29;65.24;65.09;63.77;;;;;;;;;;;;
A3100;pigs;THS_HD;AT33;15.9;14.06;12.74;15.11;12.27;13.16;13.09;9.82;11.46;9.88;12.61;12.85;;;;;;;;;;;;
A4100;sheep;THS_HD;AT33;81.2;75.7;78.63;80.36;80.65;78.28;78.24;76.61;76.77;81.45;82.77;84.7;;;;;;;;;;;;
A4200;goats;THS_HD;AT33;12.1;12.62;12.77;14;14.05;13.66;13.23;14.7;15.84;16.65;18.52;18.35;;;;;;;;;;;;
A2000;bovine animals;THS_HD;AT34;64;65.59;65.98;65.38;64.65;64.54;64.43;64.74;65.69;66.06;65.33;64.34;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;AT34;23.3;24.04;23.84;23.99;24.29;24.27;24.22;24.85;25.29;25.61;25.84;25.52;;;;;;;;;;;;
A3100;pigs;THS_HD;AT34;13.9;8.26;10.23;9.63;6.66;6.85;5.97;4.56;7.45;9.14;4.41;5.31;;;;;;;;;;;;
A4100;sheep;THS_HD;AT34;13.6;9.49;10.96;10.78;11.21;10.7;10.8;10.91;11.21;11.31;12.15;12.36;;;;;;;;;;;;
A4200;goats;THS_HD;AT34;3.3;3.24;3.47;3.78;4.22;4.35;4.21;3.78;4.25;4.98;4.9;4.84;;;;;;;;;;;;
A2000;bovine animals;THS_HD;BE10;NaN;0.25;0.22;0.24;0.25;0.56;0.59;0.79;0.87;0.5;0.73;0.7;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;BE10;NaN;0.07;0.07;0.07;0.06;0.19;0.18;0.28;0.27;0.1;0.21;0.21;;;;;;;;;;;;
A3100;pigs;THS_HD;BE10;NaN;NaN;NaN;0.01;0.01;0.01;0.01;0;0;0;0;0;;;;;;;;;;;;
A4100;sheep;THS_HD;BE10;NaN;0.03;0.04;0.02;0.01;NaN;0.08;NaN;NaN;0.08;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;BE10;NaN;0.02;0.01;0.02;0.01;NaN;0.03;NaN;NaN;0.01;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;BE21;NaN;311.15;315.39;320.71;319.86;312.65;306.31;323.89;334.72;337.53;332.54;340.99;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;BE21;NaN;72.77;76.41;77.06;73.41;73.57;75.31;75.65;81.19;85.68;85.91;88.73;;;;;;;;;;;;
A3100;pigs;THS_HD;BE21;NaN;895.96;907.96;931.56;995.53;995.1;996.97;976.88;985.58;943.51;968.05;997.17;;;;;;;;;;;;
A4100;sheep;THS_HD;BE21;NaN;11.62;10.15;9.81;10.79;NaN;10.36;NaN;NaN;8.26;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;BE21;NaN;5.26;6.43;6.6;8.87;NaN;10.49;NaN;NaN;18.8;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;BE22;NaN;135.3;134.97;133.47;132.35;129.29;128.14;134.74;137.28;137;129.83;131.57;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;BE22;NaN;35.95;37.21;36.93;36.23;36.53;37.13;37.85;39.23;38.96;39.34;40.32;;;;;;;;;;;;
A3100;pigs;THS_HD;BE22;NaN;474.78;475.89;482.36;470.19;487.07;471.1;397.26;406.13;387.6;395.97;399.23;;;;;;;;;;;;
A4100;sheep;THS_HD;BE22;NaN;12.4;11.53;10.67;8.71;NaN;7.88;NaN;NaN;6.39;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;BE22;NaN;3.03;3.23;4.13;4.16;NaN;4.56;NaN;NaN;3.71;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;BE23;NaN;324.56;324.32;324;326.02;316.58;314.83;328;329.61;331.74;318.02;315.32;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;BE23;NaN;74.83;76.18;75.98;75.1;76.17;77.56;79.58;82.4;84.85;83.53;85.35;;;;;;;;;;;;
A3100;pigs;THS_HD;BE23;NaN;1122.22;1115.27;1141.61;1123.21;1099.46;1065.03;1026;1021.17;979.6;960.4;960.48;;;;;;;;;;;;
A4100;sheep;THS_HD;BE23;NaN;16.02;15.25;13.84;13.48;NaN;12.42;NaN;NaN;8.83;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;BE23;NaN;7.02;7.25;6.69;7.87;NaN;8.16;NaN;NaN;10.42;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;BE24;NaN;110.35;108.37;108.25;109.96;103.91;100.93;102.97;104.25;105.07;98.78;99.52;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;BE24;NaN;18.06;17.76;17.9;18.18;17.79;17.41;17.87;17.96;18.8;18.63;18.41;;;;;;;;;;;;
A3100;pigs;THS_HD;BE24;NaN;150.63;147.38;146.38;159.28;160.11;146.3;153.71;167.83;160.85;151.28;146.89;;;;;;;;;;;;
A4100;sheep;THS_HD;BE24;NaN;12.53;11.6;10.6;11.56;NaN;11.25;NaN;NaN;7.34;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;BE24;NaN;1.59;1.24;1.29;1.32;NaN;0.86;NaN;NaN;0.74;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;BE25;NaN;414.09;413.47;417.44;414.05;406.97;405.2;410.39;415.15;415.43;399.74;396.08;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;BE25;NaN;88.13;89.39;89.31;87.39;88.82;90.52;91.08;95.25;96.97;95.33;97.88;;;;;;;;;;;;
A3100;pigs;THS_HD;BE25;NaN;3240.96;3286.74;3335.23;3402.96;3485.77;3474.95;3453.38;3400.49;3330.89;3262.45;3328.69;;;;;;;;;;;;
A4100;sheep;THS_HD;BE25;NaN;30.7;28.04;27.93;26.33;NaN;26.95;NaN;NaN;15.99;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;BE25;NaN;3.2;3.17;3.42;3.36;NaN;3.84;NaN;NaN;5.48;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;BE31;NaN;58;56.61;55.76;53.86;52.34;50.45;49.43;50;50.08;44.56;47.22;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;BE31;NaN;8.46;8.42;8.12;7.51;7.58;7.3;7.32;7.29;7.25;6.41;7.21;;;;;;;;;;;;
A3100;pigs;THS_HD;BE31;NaN;32.15;30.02;26.89;25.31;25.87;23.18;23.58;24.11;25.65;23.07;24.07;;;;;;;;;;;;
A4100;sheep;THS_HD;BE31;NaN;2.63;2.48;2.46;2.01;NaN;2.58;NaN;NaN;1.92;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;BE31;NaN;0.3;0.08;0.12;0.25;NaN;0.25;NaN;NaN;0.34;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;BE32;NaN;336.21;337.12;331.44;324.61;315.2;300.85;305.29;304.79;301.28;287.31;284.26;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;BE32;NaN;71.52;70.56;68.06;66.77;66.07;62.67;65.18;64.33;61.19;58.52;58.96;;;;;;;;;;;;
A3100;pigs;THS_HD;BE32;NaN;142.71;147.67;146.43;142.93;152.72;117.86;133.15;144.01;137.88;141.78;141.64;;;;;;;;;;;;
A4100;sheep;THS_HD;BE32;NaN;8.47;8.55;8.13;7.74;NaN;8.09;NaN;NaN;7.29;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;BE32;NaN;2.35;2.88;2.67;2.73;NaN;2.22;NaN;NaN;3.37;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;BE33;NaN;276.02;277.67;274.88;271.11;261.36;257.75;262.91;263.59;259.74;247.66;245.42;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;BE33;NaN;82.01;83.71;84;82.4;81.34;80.46;80.21;78.51;76.83;74.87;75.13;;;;;;;;;;;;
A3100;pigs;THS_HD;BE33;NaN;101.32;107.06;108.6;99.83;115.97;85.25;110.72;108.42;103.82;101.54;102.13;;;;;;;;;;;;
A4100;sheep;THS_HD;BE33;NaN;13.14;12.74;12.01;10.15;NaN;11.58;NaN;NaN;8.98;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;BE33;NaN;2.42;1.95;1.59;1.49;NaN;1.54;NaN;NaN;1.8;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;BE34;NaN;374.27;370.37;365.96;356.04;342.54;333.44;325.68;327.25;330.23;306.99;315.73;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;BE34;NaN;31.57;31.43;30.48;29.17;29.83;29.7;31.56;30.69;29.82;27.41;27.95;;;;;;;;;;;;
A3100;pigs;THS_HD;BE34;NaN;36.61;35.39;34.66;31.13;33.42;25;17.69;34.33;28.73;26.14;29.02;;;;;;;;;;;;
A4100;sheep;THS_HD;BE34;NaN;12.96;14.16;13.58;12.42;NaN;16.18;NaN;NaN;11.45;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;BE34;NaN;0.66;0.66;0.85;0.76;NaN;1.04;NaN;NaN;1.13;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;BE35;NaN;265.36;261.96;260.49;252.21;242.88;234.06;233.14;235.77;232.74;219.82;221.27;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;BE35;NaN;33.82;33.44;32.79;31.24;31.44;31.3;32.51;31.64;30.13;29;29.09;;;;;;;;;;;;
A3100;pigs;THS_HD;BE35;NaN;65.13;67.67;75.84;71.07;78.12;75.49;57.79;72.1;78.06;77.4;79.81;;;;;;;;;;;;
A4100;sheep;THS_HD;BE35;NaN;11.92;11.68;11.42;10.8;NaN;9.95;NaN;NaN;9.69;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;BE35;NaN;5.03;4.78;4.66;4.71;NaN;5.62;NaN;NaN;4.99;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;BG31;86.5;NaN;NaN;67.24;67.54;65.37;68.61;63.89;69.34;71.23;67.21;67.09;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;BG31;49.9;NaN;NaN;43.08;41.7;38.49;40.37;37.68;38.86;40.86;40.21;39.53;;;;;;;;;;;;
A3100;pigs;THS_HD;BG31;NaN;NaN;NaN;119;49.01;38.66;45.72;32.08;25.97;26.37;35.11;27;;;;;;;;;;;;
A4100;sheep;THS_HD;BG31;200.1;NaN;NaN;134;142.66;137.73;142.96;139.86;158.95;154.75;144.23;126.78;;;;;;;;;;;;
A4200;goats;THS_HD;BG31;121.7;NaN;NaN;72;72.74;69.95;55.7;54.51;62.53;53.19;46.4;39.86;;;;;;;;;;;;
A2000;bovine animals;THS_HD;BG32;89.6;NaN;NaN;71.77;69.02;64.36;69.76;65.62;64.79;63.24;60.35;58.88;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;BG32;48.1;NaN;NaN;39.38;38.64;35.98;38.43;37.58;37.28;37.92;35.35;34.16;;;;;;;;;;;;
A3100;pigs;THS_HD;BG32;NaN;NaN;NaN;178;179.22;164.37;182.7;170.86;182.3;190.89;194.65;197.55;;;;;;;;;;;;
A4100;sheep;THS_HD;BG32;216.9;NaN;NaN;174;217.87;181.26;154.27;151.79;133.35;132.87;131.24;120.58;;;;;;;;;;;;
A4200;goats;THS_HD;BG32;71;NaN;NaN;44;41.49;32.55;32.11;26.74;27.37;25.97;22.48;27.24;;;;;;;;;;;;
A2000;bovine animals;THS_HD;BG33;93.4;NaN;NaN;73.53;72;73.13;75.16;77.63;73.91;77.17;76.23;67.91;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;BG33;53.9;NaN;NaN;43.25;40.36;40.62;42.45;43.02;42.72;40.71;38.94;34.87;;;;;;;;;;;;
A3100;pigs;THS_HD;BG33;NaN;NaN;NaN;153;144.88;127.99;130.1;144.02;179.32;181.28;196.18;219.59;;;;;;;;;;;;
A4100;sheep;THS_HD;BG33;284.4;NaN;NaN;256;274.7;262.6;228.71;222.91;215.56;202.94;197.12;212.46;;;;;;;;;;;;
A4200;goats;THS_HD;BG33;62.1;NaN;NaN;48;42.71;34.97;37.04;34.14;32.05;28.34;23.94;28.97;;;;;;;;;;;;
A2000;bovine animals;THS_HD;BG34;95.9;NaN;NaN;114.02;102.52;96.54;100.24;103.56;105.48;109.26;104.18;105.05;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;BG34;48.5;NaN;NaN;54.43;54.66;53.56;52.2;54.82;52.73;52.57;48.07;47.56;;;;;;;;;;;;
A3100;pigs;THS_HD;BG34;NaN;NaN;NaN;131;159.76;146.11;149.69;157.65;157.84;171.11;118.94;139.32;;;;;;;;;;;;
A4100;sheep;THS_HD;BG34;291.6;NaN;NaN;291;272.12;249.48;252.78;269.01;273.78;292.37;295.18;300.45;;;;;;;;;;;;
A4200;goats;THS_HD;BG34;86.9;NaN;NaN;67;55.56;44.86;46.1;42.65;42.68;42.89;38.84;43.27;;;;;;;;;;;;
A2000;bovine animals;THS_HD;BG41;73.4;NaN;NaN;53.71;62.97;56.55;69.39;62.37;68.52;67.17;68.61;74.18;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;BG41;39;NaN;NaN;31.86;30.84;26.48;30.61;25.58;24.88;23.76;21.3;18.21;;;;;;;;;;;;
A3100;pigs;THS_HD;BG41;NaN;NaN;NaN;30;31.31;20.56;30.15;16.14;15.4;11.1;10.46;15.94;;;;;;;;;;;;
A4100;sheep;THS_HD;BG41;203.8;NaN;NaN;201;221.54;215.31;233.83;238.49;249;261.28;250.74;255.47;;;;;;;;;;;;
A4200;goats;THS_HD;BG41;96.3;NaN;NaN;79;78.62;62.23;72.83;98.39;77.19;49.26;91.61;88.09;;;;;;;;;;;;
A2000;bovine animals;THS_HD;BG42;172.2;NaN;NaN;173.43;193.48;179.38;202.39;189.3;179.01;182.07;176.35;169.01;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;BG42;96.4;NaN;NaN;101.61;106.99;99.36;109.2;103.03;86.49;83.1;76.91;70.04;;;;;;;;;;;;
A3100;pigs;THS_HD;BG42;NaN;NaN;NaN;53;44.1;33.26;48.06;32.36;39.24;35.67;37.81;55.14;;;;;;;;;;;;
A4100;sheep;THS_HD;BG42;329.6;NaN;NaN;310;325.73;315.07;357.03;313.22;301.26;315.88;298.28;334.29;;;;;;;;;;;;
A4200;goats;THS_HD;BG42;57.5;NaN;NaN;47;50.25;49.09;45.53;36.22;35.1;37.91;33.69;44.31;;;;;;;;;;;;
A2000;bovine animals;THS_HD;CH01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;147.02;145.93;146.23;145.6;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;CH01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;44.4;44.22;43.82;43.13;;;;;;;;;;;;
A3100;pigs;THS_HD;CH01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;44.65;42.32;40.48;39.74;;;;;;;;;estimated;;;
A2000;bovine animals;THS_HD;CH02;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;586.64;589.68;587.12;584.22;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;CH02;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;217.94;217.46;216.41;214.39;;;;;;;;;;;;
A3100;pigs;THS_HD;CH02;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;374.35;360.83;351.17;344.73;;;;;;;;;estimated;;;
A2000;bovine animals;THS_HD;CH03;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;115.86;114.9;113.94;112.67;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;CH03;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;35.01;34.41;33.36;33.19;;;;;;;;;;;;
A3100;pigs;THS_HD;CH03;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;108.72;105.49;102.67;100.78;;;;;;;;;estimated;;;
A2000;bovine animals;THS_HD;CH04;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;96.45;96.55;95.49;93.44;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;CH04;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;35.14;34.65;34.1;33.75;;;;;;;;;;;;
A3100;pigs;THS_HD;CH04;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;40.34;38.98;35.75;35.1;;;;;;;;;estimated;;;
A2000;bovine animals;THS_HD;CH05;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;349.55;350.39;349.95;252.99;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;CH05;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;137.76;136.5;135.37;99.74;;;;;;;;;;;;
A3100;pigs;THS_HD;CH05;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;426.24;414.83;403.68;396.28;;;;;;;;;estimated;;;
A2000;bovine animals;THS_HD;CH06;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;254.97;254.68;255.41;342.66;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;CH06;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;103.56;101.53;100.44;133.55;;;;;;;;;;;;
A3100;pigs;THS_HD;CH06;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;490.62;480.89;482.76;473.91;;;;;;;;;estimated;;;
A2000;bovine animals;THS_HD;CH07;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9.96;10.19;10.32;10.63;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;CH07;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.75;3.85;3.63;3.67;;;;;;;;;;;;
A3100;pigs;THS_HD;CH07;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.87;2.7;2.69;2.64;;;;;;;;;estimated;;;
A2000;bovine animals;THS_HD;CY00;55.9;55.6;54.1;54.72;56.92;56.92;57.08;59.5;61.39;63.14;66.94;70.86;;;;;;;provisional;;provisional;;provisional;
A2300F;dairy cows;THS_HD;CY00;23.7;23.6;23.2;23.42;24.07;24.2;24.55;25.32;25.82;28.46;30.23;31.07;;;;;;;provisional;;provisional;;provisional;
A3100;pigs;THS_HD;CY00;471.7;NaN;463.26;463.73;439.24;394.71;357.9;342.07;358.06;352.77;350.01;362.1;;;;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;CY00;293.7;NaN;300.2;328.86;355.94;346.84;313.46;322.4;325.12;NaN;NaN;NaN;;;;;;;provisional;provisional;provisional;;;
A4200;goats;THS_HD;CY00;367.7;NaN;280.84;307.43;290.33;271.18;243.13;240;237.84;NaN;NaN;NaN;;;;;;;provisional;provisional;provisional;;;
A2000;bovine animals;THS_HD;CZ01;0.9;1;1.02;0.96;1.06;1.27;1.35;1.36;1.53;1.86;1.68;1.5;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;CZ01;0.3;NaN;0.25;0.29;0.36;0.34;0.4;0.37;0.43;0.53;0.44;0.45;;;;;;;;;;;;
A3100;pigs;THS_HD;CZ01;5;3;1.22;0.9;0.74;2.5;1.73;2.2;4.28;5.43;4.7;0.73;;;;;;;;;;;;
A4100;sheep;THS_HD;CZ01;0.2;NaN;0.58;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;CZ01;0;NaN;0.25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;CZ02;150.4;146;147.5;142.2;144.17;144.63;145.63;145.38;146.61;143.48;148.34;147.87;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;CZ02;48.8;47;45;44.27;44.69;44.68;45.77;43.82;44;43.45;43.75;43.62;;;;;;;;;;;;
A3100;pigs;THS_HD;CZ02;416.7;340;308.5;306.14;289.18;295.45;308.29;315.26;311.9;297.37;304.38;306.69;;;;;;;;;;;;
A4100;sheep;THS_HD;CZ02;17.8;17.62;20.04;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;CZ02;1.9;1.85;3.07;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;CZ03;361.3;361;357.19;359.97;363.43;363.44;362.58;376.69;369.38;359.58;367.02;364;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;CZ03;96.9;94;92.36;91.15;89.03;86.51;88.65;88.72;85.93;86.58;86.99;83.62;;;;;;;;;;;;
A3100;pigs;THS_HD;CZ03;517.7;451;384.03;332.09;283.35;260.35;257.43;268.35;239.66;212.6;218.57;209.26;;;;;;;;;;;;
A4100;sheep;THS_HD;CZ03;44.9;45.32;45.19;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;CZ03;3.1;2.79;3.98;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;CZ04;71.8;77;74.93;73.66;74.99;73.53;72.46;80.61;77.79;79.3;83.77;83.51;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;CZ04;16.4;18;15.88;16.37;15.71;15.17;14.83;15.2;14.89;15.5;14.69;14.37;;;;;;;;;;;;
A3100;pigs;THS_HD;CZ04;122.4;100;62.97;78.91;73.38;81.62;77.97;100.1;117.15;105.66;110.57;115.99;;;;;;;;;;;;
A4100;sheep;THS_HD;CZ04;22.9;23;24;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
